SubscriberID,Region,Plan,OnboardingScore,HasNegativeTicketPreRenewal,Cancelled,TotalSpent,DaysBeforeRenewalLastNegativeTicket,CancellationReason
S-12555,South,Monthly Essentials,99.5,True,False,84.36,4.6,
S-15287,West,Monthly Essentials,62.0,False,False,815.02,,
S-14520,Midwest,Monthly Plus,44.6,False,False,634.03,,
S-17509,Northeast,Monthly Plus,80.6,False,False,1295.96,,
S-15651,Midwest,Monthly Essentials,63.0,False,False,769.97,,
S-15565,Northeast,Quarterly Bundle,64.2,False,False,2319.64,,
S-14919,South,Monthly Plus,40.7,False,True,886.28,,No longer needed
S-10667,West,Monthly Essentials,38.5,True,True,896.25,12.9,Paused
S-13697,West,Monthly Essentials,48.6,False,False,301.28,,
S-16787,Midwest,Monthly Essentials,76.3,False,False,431.83,,
S-11895,Midwest,Quarterly Bundle,64.0,True,False,3362.7,9.7,
S-11468,Midwest,Monthly Plus,68.4,True,False,487.25,6.7,
S-13314,Midwest,Monthly Plus,42.9,False,False,805.54,,
S-16149,Northeast,Monthly Essentials,63.1,False,False,84.89,,
S-10651,Midwest,Monthly Plus,45.4,True,False,1233.1,5.1,
S-13046,Midwest,Monthly Plus,98.8,True,True,1078.99,7.2,Switched provider
S-10493,Midwest,Monthly Plus,46.6,True,False,1074.22,11.1,
S-14364,West,Quarterly Bundle,53.1,False,False,2378.09,,
S-17684,Northeast,Monthly Plus,91.6,False,False,1192.35,,
S-13725,West,Monthly Essentials,42.3,False,False,454.97,,
S-15740,West,Monthly Essentials,57.4,False,False,287.25,,
S-16750,South,Monthly Plus,92.8,False,False,64.06,,
S-10170,West,Monthly Essentials,51.8,True,False,156.36,9.1,
S-11443,West,Monthly Plus,59.3,True,False,408.47,8.4,
S-17836,South,Quarterly Bundle,94.2,False,False,3450.55,,
S-12025,South,Monthly Plus,70.2,True,False,64.08,9.1,
S-18096,West,Monthly Plus,84.0,False,False,1405.41,,
S-12949,West,Monthly Plus,77.2,True,False,512.54,12.6,
S-14206,West,Quarterly Bundle,49.8,False,False,2476.03,,
S-10388,Midwest,Quarterly Bundle,47.7,True,True,1455.09,8.6,Product quality
S-10554,Midwest,Monthly Essentials,42.4,True,True,404.24,12.7,
S-13658,Northeast,Quarterly Bundle,35.9,False,False,2503.26,,
S-13917,Midwest,Monthly Plus,41.2,False,False,1066.0,,
S-11051,Midwest,Monthly Essentials,52.3,True,False,155.33,10.5,
S-14067,Northeast,Monthly Essentials,52.0,False,False,428.67,,
S-15620,Northeast,Monthly Essentials,69.2,False,False,633.18,,
S-17500,Midwest,Quarterly Bundle,82.5,False,False,3015.27,,
S-11313,Midwest,Monthly Essentials,72.2,True,False,697.6,12.8,
S-17905,Northeast,Monthly Essentials,88.1,False,False,170.49,,
S-14624,Northeast,Monthly Plus,53.5,False,False,237.81,,
S-12575,Northeast,Quarterly Bundle,80.1,True,True,1125.2,11.1,
S-15865,West,Monthly Plus,66.3,False,False,435.87,,
S-11950,Midwest,Monthly Plus,57.0,True,True,1102.71,7.4,Switched provider
S-17368,West,Quarterly Bundle,83.0,False,False,3274.87,,
S-12615,Midwest,Monthly Plus,87.4,True,False,953.17,6.0,
S-15181,West,Monthly Essentials,60.7,False,False,916.18,,
S-13751,West,Monthly Plus,36.2,False,True,110.27,,No longer needed
S-12813,South,Monthly Plus,79.7,True,False,1392.77,9.4,
S-10482,West,Monthly Essentials,47.4,True,False,387.4,4.7,
S-11512,South,Monthly Essentials,74.7,True,False,160.73,0.6,
S-14052,West,Quarterly Bundle,53.8,False,False,1122.11,,
S-14978,Midwest,Quarterly Bundle,73.9,False,False,1143.51,,
S-14773,South,Monthly Essentials,36.3,False,False,209.86,,
S-12190,Northeast,Monthly Essentials,77.5,True,False,684.81,8.1,
S-17048,Midwest,Monthly Essentials,95.2,False,False,85.31,,
S-14763,Midwest,Quarterly Bundle,35.4,False,False,915.87,,
S-12262,Midwest,Monthly Plus,87.3,True,False,464.13,6.7,
S-17051,Northeast,Monthly Plus,77.6,False,False,1014.75,,
S-16952,Midwest,Quarterly Bundle,92.3,False,False,135.41,,
S-11892,South,Monthly Essentials,58.0,True,False,145.4,4.5,
S-14902,Midwest,Quarterly Bundle,50.4,False,False,1970.63,,
S-17695,South,Monthly Essentials,84.8,False,False,723.65,,
S-18186,West,Monthly Plus,81.2,False,False,1344.2,,
S-12964,South,Monthly Essentials,98.9,True,True,712.36,2.3,Switched provider
S-17630,Northeast,Quarterly Bundle,93.7,False,False,2775.85,,
S-16009,Northeast,Quarterly Bundle,71.4,False,False,628.14,,
S-14485,South,Monthly Essentials,46.8,False,False,190.87,,
S-12634,Midwest,Quarterly Bundle,89.9,True,False,421.45,1.5,
S-14467,Midwest,Monthly Essentials,38.3,False,False,461.35,,
S-10759,Midwest,Quarterly Bundle,38.1,True,True,1561.39,2.4,Paused
S-16947,Midwest,Quarterly Bundle,92.4,False,False,2073.84,,
S-17671,South,Monthly Plus,97.0,False,False,759.49,,
S-15440,West,Monthly Plus,69.1,False,False,290.65,,
S-14334,Northeast,Quarterly Bundle,36.8,False,False,1024.39,,
S-11399,Northeast,Monthly Essentials,72.7,True,True,522.41,2.8,Paused
S-18266,Midwest,Monthly Plus,82.6,False,False,1050.04,,
S-12250,West,Monthly Essentials,99.1,True,False,878.75,6.3,
S-12240,Midwest,Quarterly Bundle,91.5,True,True,751.02,11.9,Switched provider
S-13096,Northeast,Quarterly Bundle,76.5,True,True,1886.49,11.6,Switched provider
S-17888,Northeast,Quarterly Bundle,89.4,False,True,1219.29,,Paused
S-10293,Northeast,Quarterly Bundle,41.7,True,True,2265.16,11.9,Shipping issues
S-11018,Northeast,Quarterly Bundle,35.6,True,False,1806.72,12.6,
S-11072,West,Quarterly Bundle,51.2,True,False,2189.37,11.0,
S-12345,Northeast,Quarterly Bundle,88.7,True,False,3864.09,5.6,
S-12912,Midwest,Monthly Essentials,77.5,True,False,251.55,0.7,
S-11161,Midwest,Quarterly Bundle,67.4,True,False,3140.23,5.8,
S-15319,Northeast,Monthly Plus,63.0,False,True,59.16,,Switched provider
S-15860,Midwest,Quarterly Bundle,68.5,False,False,3043.84,,
S-10586,Northeast,Monthly Essentials,37.8,True,True,504.04,10.6,Paused
S-17162,West,Quarterly Bundle,79.3,False,False,2477.34,,
S-16688,West,Monthly Plus,75.5,False,False,495.63,,
S-18136,Northeast,Quarterly Bundle,99.5,False,False,2277.81,,
S-14218,Midwest,Monthly Essentials,45.5,False,False,70.4,,
S-13456,South,Monthly Essentials,52.1,False,False,77.15,,
S-13183,West,Quarterly Bundle,78.1,True,False,3172.19,4.6,
S-11638,Northeast,Quarterly Bundle,64.4,True,True,1493.83,13.3,Shipping issues
S-16013,West,Monthly Essentials,67.3,False,True,615.99,,No longer needed
S-17317,Northeast,Monthly Essentials,88.7,False,False,581.11,,
S-11485,Northeast,Monthly Essentials,59.9,True,True,649.54,12.3,Paused
S-11043,South,Monthly Plus,43.7,True,True,112.8,9.9,Support experience
S-13217,Northeast,Monthly Essentials,97.1,True,False,868.42,12.3,
S-12577,South,Monthly Essentials,93.9,True,False,234.09,10.8,
S-17276,Midwest,Quarterly Bundle,80.9,False,False,3323.77,,
S-11995,Northeast,Quarterly Bundle,55.6,True,False,3690.79,7.0,
S-13840,Midwest,Quarterly Bundle,54.2,False,False,1729.44,,
S-12536,West,Monthly Plus,80.0,True,False,1155.34,10.7,
S-15887,West,Quarterly Bundle,71.0,False,False,2410.77,,
S-14505,West,Monthly Essentials,46.3,False,False,359.95,,
S-17807,West,Monthly Essentials,83.4,False,False,365.09,,
S-16956,Northeast,Monthly Essentials,85.8,False,False,374.34,,
S-14129,West,Monthly Essentials,54.6,False,False,215.08,,
S-13761,South,Monthly Essentials,41.0,False,False,404.71,,
S-11514,Midwest,Monthly Plus,69.1,True,True,1113.16,2.3,Support experience
S-10633,South,Monthly Essentials,45.5,True,True,421.83,5.0,No longer needed
S-12181,South,Monthly Essentials,91.6,True,True,631.17,10.5,Support experience
S-13116,Northeast,Monthly Essentials,79.0,True,False,857.78,6.4,
S-15932,Northeast,Monthly Essentials,66.8,False,False,572.46,,
S-14822,South,Quarterly Bundle,51.2,False,False,545.85,,
S-16813,West,Monthly Essentials,76.0,False,False,862.92,,
S-17602,Northeast,Monthly Essentials,87.0,False,True,861.41,,Switched provider
S-12394,West,Quarterly Bundle,88.0,True,False,3098.87,6.4,
S-10372,West,Monthly Plus,43.9,True,True,745.87,10.1,No longer needed
S-16866,West,Monthly Plus,85.5,False,False,684.16,,
S-13532,West,Monthly Plus,45.3,False,False,1319.92,,
S-10367,West,Quarterly Bundle,46.1,True,True,3161.57,0.6,Paused
S-15548,Midwest,Monthly Plus,61.9,False,False,808.57,,
S-17993,Northeast,Monthly Essentials,96.4,False,False,547.54,,
S-14618,South,Monthly Essentials,37.7,False,False,637.89,,
S-12652,Northeast,Quarterly Bundle,83.6,True,False,2536.53,0.6,
S-10216,Northeast,Monthly Essentials,39.5,True,True,416.95,1.4,No longer needed
S-13312,West,Monthly Plus,43.3,False,False,1249.66,,
S-11640,Midwest,Monthly Essentials,57.4,True,False,753.01,12.3,
S-14571,Midwest,Quarterly Bundle,50.7,False,False,3699.47,,
S-10232,West,Monthly Plus,37.8,True,True,926.56,13.3,
S-12784,South,Monthly Plus,81.5,True,False,466.1,5.4,
S-12854,West,Monthly Plus,76.2,True,False,490.52,13.7,
S-11523,West,Monthly Essentials,67.6,True,False,117.13,13.3,
S-13328,South,Monthly Essentials,36.6,False,False,711.42,,
S-14312,Northeast,Monthly Essentials,53.6,False,False,527.01,,
S-13895,Midwest,Monthly Plus,51.8,False,False,194.44,,
S-10536,South,Monthly Essentials,46.3,True,True,554.5,8.7,Product quality
S-10895,South,Quarterly Bundle,53.9,True,False,588.11,12.8,
S-11352,West,Monthly Plus,66.6,True,True,1552.81,10.3,Paused
S-15566,West,Monthly Plus,55.7,False,False,1197.21,,
S-14846,West,Quarterly Bundle,37.6,False,True,1272.21,,Shipping issues
S-12758,Midwest,Monthly Plus,85.4,True,False,1338.82,1.2,
S-12372,Northeast,Monthly Plus,99.5,True,True,325.66,13.8,
S-15688,South,Monthly Plus,66.2,False,False,113.39,,
S-13097,West,Quarterly Bundle,83.0,True,False,961.19,12.4,
S-14805,Midwest,Monthly Plus,40.1,False,False,1163.01,,
S-11225,West,Monthly Plus,59.2,True,False,1406.21,4.5,
S-13911,Northeast,Monthly Plus,52.1,False,False,1022.28,,
S-17105,Midwest,Monthly Plus,99.9,False,False,569.23,,
S-14884,South,Quarterly Bundle,50.8,False,False,2320.09,,
S-18274,Midwest,Monthly Essentials,99.2,False,False,439.33,,
S-16327,South,Monthly Essentials,61.6,False,True,170.9,,No longer needed
S-14646,West,Monthly Essentials,50.3,False,False,421.04,,
S-10411,Northeast,Monthly Essentials,46.5,True,True,643.45,12.3,Price
S-16362,Northeast,Monthly Plus,55.9,False,False,493.63,,
S-10492,Midwest,Monthly Plus,46.3,True,True,1179.98,4.1,
S-18204,Midwest,Monthly Essentials,76.5,False,False,235.1,,
S-15591,West,Monthly Plus,56.3,False,False,936.36,,
S-13719,Midwest,Quarterly Bundle,48.8,False,False,1657.35,,
S-13904,Northeast,Monthly Plus,38.3,False,True,1385.51,,Relocation
S-10883,Midwest,Monthly Essentials,39.6,True,False,684.71,11.7,
S-13035,West,Monthly Plus,92.8,True,False,251.06,11.1,
S-12266,Northeast,Monthly Essentials,99.8,True,False,392.13,6.8,
S-16552,Northeast,Monthly Essentials,57.0,False,False,77.52,,
S-11274,West,Monthly Plus,60.6,True,True,222.26,0.2,Relocation
S-13302,West,Monthly Essentials,45.1,False,False,373.29,,
S-17396,Midwest,Monthly Plus,92.9,False,False,234.74,,
S-15461,Midwest,Monthly Plus,63.2,False,False,185.96,,
S-13929,West,Quarterly Bundle,48.0,False,False,149.02,,
S-13364,South,Monthly Plus,47.6,False,False,1023.5,,
S-16965,South,Monthly Plus,99.2,False,False,242.92,,
S-17109,West,Quarterly Bundle,80.0,False,False,3207.32,,
S-17750,Midwest,Monthly Essentials,95.2,False,False,264.25,,
S-16962,South,Monthly Plus,90.4,False,False,1252.94,,
S-10757,Midwest,Monthly Essentials,52.5,True,True,74.75,9.2,Shipping issues
S-11499,West,Quarterly Bundle,62.9,True,False,2421.07,8.4,
S-17867,Midwest,Monthly Essentials,90.8,False,False,517.79,,
S-15061,South,Quarterly Bundle,71.7,False,False,1046.41,,
S-11962,West,Quarterly Bundle,65.9,True,True,2545.35,0.3,No longer needed
S-16206,South,Monthly Essentials,55.1,False,False,855.07,,
S-13501,West,Monthly Plus,52.4,False,False,743.9,,
S-17147,Northeast,Quarterly Bundle,91.6,False,False,3039.83,,
S-13804,South,Monthly Plus,52.8,False,False,172.13,,
S-17833,West,Monthly Plus,84.7,False,False,1444.28,,
S-14203,West,Monthly Plus,36.2,False,True,489.51,,Relocation
S-14527,South,Monthly Plus,50.6,False,False,120.08,,
S-13048,West,Monthly Essentials,93.2,True,False,324.2,1.8,
S-14239,South,Quarterly Bundle,51.6,False,False,2636.06,,
S-10637,Northeast,Monthly Plus,44.8,True,False,1175.27,3.5,
S-17139,Midwest,Quarterly Bundle,91.6,False,False,785.49,,
S-10930,Midwest,Monthly Plus,53.3,True,False,323.34,4.8,
S-11280,South,Monthly Plus,66.8,True,False,1310.56,13.8,
S-17445,South,Monthly Essentials,96.9,False,False,37.37,,
S-13621,South,Monthly Essentials,40.0,False,False,568.51,,
S-17902,Northeast,Monthly Essentials,96.8,False,False,144.2,,
S-13720,South,Monthly Essentials,41.3,False,False,682.42,,
S-17470,South,Monthly Essentials,85.3,False,False,322.88,,
S-17262,South,Monthly Essentials,89.7,False,False,363.51,,
S-14594,Northeast,Monthly Plus,35.1,False,True,492.15,,Support experience
S-16548,West,Monthly Essentials,67.0,False,False,604.21,,
S-16985,South,Monthly Essentials,77.0,False,False,70.75,,
S-12196,Northeast,Quarterly Bundle,96.4,True,True,1166.54,10.4,Shipping issues
S-14819,West,Quarterly Bundle,47.1,False,False,975.13,,
S-15337,Midwest,Monthly Plus,71.2,False,False,106.24,,
S-12764,South,Quarterly Bundle,77.9,True,False,2310.39,3.7,
S-13020,South,Monthly Essentials,99.5,True,False,670.17,7.9,
S-18285,Northeast,Quarterly Bundle,81.2,False,False,1596.83,,
S-16627,Northeast,Monthly Essentials,65.0,False,False,445.29,,
S-13064,South,Quarterly Bundle,89.7,True,False,815.46,1.2,
S-14947,West,Monthly Essentials,44.1,False,True,877.77,,Product quality
S-15336,Northeast,Quarterly Bundle,74.5,False,False,3012.03,,
S-14237,Midwest,Monthly Plus,35.1,False,False,236.61,,
S-16057,Midwest,Monthly Essentials,72.8,False,False,894.15,,
S-16983,Midwest,Monthly Essentials,82.0,False,False,77.9,,
S-17291,West,Quarterly Bundle,80.9,False,False,1909.22,,
S-11273,West,Monthly Essentials,66.3,True,False,428.2,2.3,
S-17548,Midwest,Monthly Plus,78.9,False,False,1058.77,,
S-10777,West,Monthly Plus,44.6,True,True,419.74,9.0,Shipping issues
S-13483,South,Monthly Plus,38.3,False,False,577.68,,
S-10244,Midwest,Monthly Essentials,50.3,True,True,184.02,11.3,
S-10164,South,Monthly Plus,37.4,True,True,1289.5,10.3,Shipping issues
S-10932,South,Quarterly Bundle,39.4,True,True,2966.38,2.1,Shipping issues
S-14289,West,Quarterly Bundle,49.6,False,True,3100.91,,Switched provider
S-18198,Midwest,Monthly Plus,78.9,False,False,1255.62,,
S-15378,Northeast,Quarterly Bundle,60.3,False,False,1774.39,,
S-12616,West,Monthly Essentials,92.9,True,False,594.36,4.4,
S-16166,South,Quarterly Bundle,66.2,False,False,2839.83,,
S-15663,Northeast,Monthly Essentials,68.6,False,True,930.48,,Relocation
S-10673,Northeast,Monthly Essentials,52.0,True,True,78.55,4.7,Shipping issues
S-11302,Northeast,Monthly Plus,74.6,True,False,515.8,8.6,
S-14304,Northeast,Monthly Essentials,41.0,False,False,114.55,,
S-13083,Midwest,Monthly Essentials,96.8,True,True,708.43,6.1,Switched provider
S-13874,Midwest,Quarterly Bundle,49.0,False,False,1569.49,,
S-12484,Northeast,Quarterly Bundle,97.6,True,False,686.07,0.7,
S-13529,South,Monthly Plus,52.7,False,False,893.62,,
S-11069,West,Quarterly Bundle,51.1,True,True,3777.08,6.7,No longer needed
S-12059,West,Quarterly Bundle,73.6,True,False,161.81,10.7,
S-12447,South,Monthly Plus,88.5,True,False,437.58,11.6,
S-15077,West,Quarterly Bundle,70.1,False,False,2914.44,,
S-14872,South,Monthly Essentials,45.8,False,True,955.8,,No longer needed
S-11109,South,Quarterly Bundle,73.6,True,False,1384.99,0.2,
S-10486,West,Monthly Plus,54.2,True,False,448.51,13.1,
S-14469,West,Monthly Essentials,52.1,False,False,898.25,,
S-11001,South,Monthly Plus,38.3,True,True,1202.7,3.6,
S-15737,Midwest,Quarterly Bundle,71.3,False,True,2142.45,,Switched provider
S-11138,West,Quarterly Bundle,57.6,True,False,1825.5,9.8,
S-15365,Midwest,Monthly Plus,73.2,False,False,922.95,,
S-17555,Northeast,Monthly Plus,89.0,False,False,733.83,,
S-10557,Northeast,Monthly Plus,36.1,True,True,223.92,6.2,Switched provider
S-14146,Northeast,Monthly Plus,53.0,False,False,694.35,,
S-16244,Midwest,Quarterly Bundle,56.2,False,False,2525.19,,
S-15234,South,Monthly Essentials,64.3,False,False,504.58,,
S-13511,South,Quarterly Bundle,54.7,False,False,3300.11,,
S-17815,Northeast,Monthly Essentials,94.6,False,False,869.14,,
S-14732,Midwest,Monthly Plus,48.6,False,True,896.78,,Product quality
S-16888,South,Monthly Essentials,80.1,False,False,713.8,,
S-14521,South,Monthly Plus,46.4,False,False,1166.88,,
S-12645,Northeast,Monthly Plus,76.0,True,True,711.26,4.6,No longer needed
S-15460,Northeast,Monthly Plus,64.9,False,False,1481.96,,
S-13494,Midwest,Quarterly Bundle,40.3,False,False,2039.38,,
S-15945,Midwest,Monthly Essentials,56.1,False,False,72.93,,
S-11582,Midwest,Monthly Essentials,65.3,True,False,183.13,11.9,
S-10532,Northeast,Monthly Plus,41.0,True,False,1010.98,12.5,
S-15660,South,Quarterly Bundle,55.9,False,False,1997.57,,
S-17366,Northeast,Monthly Essentials,87.4,False,False,632.47,,
S-14896,Midwest,Monthly Essentials,38.8,False,True,305.92,,Price
S-10778,Northeast,Monthly Essentials,40.1,True,False,927.4,5.7,
S-10563,Midwest,Monthly Essentials,44.0,True,True,193.86,7.9,Relocation
S-16761,South,Monthly Plus,89.6,False,False,53.15,,
S-13151,Northeast,Quarterly Bundle,87.0,True,False,403.12,5.9,
S-10978,Midwest,Quarterly Bundle,51.9,True,True,1380.96,6.1,Price
S-15720,Northeast,Quarterly Bundle,72.6,False,False,1821.05,,
S-14588,West,Quarterly Bundle,50.9,False,False,1491.85,,
S-16198,Northeast,Quarterly Bundle,60.4,False,False,2099.59,,
S-11558,Northeast,Monthly Essentials,58.5,True,False,448.3,8.0,
S-12625,West,Monthly Plus,76.2,True,False,1497.59,5.3,
S-12491,Midwest,Monthly Essentials,96.9,True,False,797.63,2.4,
S-12586,South,Monthly Essentials,89.4,True,True,113.56,3.7,
S-15918,Midwest,Monthly Essentials,61.9,False,False,187.93,,
S-11888,South,Monthly Essentials,55.2,True,False,291.25,0.7,
S-17526,Midwest,Monthly Essentials,85.1,False,False,560.81,,
S-14267,Northeast,Monthly Essentials,36.1,False,True,120.68,,Product quality
S-14613,Midwest,Quarterly Bundle,45.9,False,False,957.66,,
S-18184,South,Quarterly Bundle,97.1,False,False,1508.57,,
S-14922,Northeast,Monthly Plus,44.3,False,False,1194.98,,
S-15307,Midwest,Quarterly Bundle,62.2,False,False,3375.83,,
S-17087,West,Quarterly Bundle,86.9,False,False,1764.5,,
S-17175,Midwest,Monthly Plus,83.2,False,False,293.27,,
S-10828,South,Quarterly Bundle,39.9,True,True,2116.87,10.4,Switched provider
S-15374,Northeast,Monthly Plus,68.7,False,False,543.01,,
S-17236,West,Monthly Essentials,81.3,False,False,38.09,,
S-15371,Midwest,Quarterly Bundle,62.6,False,False,2597.81,,
S-12607,Northeast,Quarterly Bundle,85.0,True,True,2529.35,12.3,Relocation
S-13012,West,Monthly Essentials,88.0,True,False,766.65,13.0,
S-13373,Northeast,Monthly Plus,51.4,False,False,1025.01,,
S-17373,West,Quarterly Bundle,81.2,False,False,1478.41,,
S-13705,West,Quarterly Bundle,52.1,False,True,3218.5,,
S-11439,West,Monthly Plus,56.1,True,True,235.61,1.4,Support experience
S-10696,West,Monthly Plus,37.2,True,False,385.4,12.1,
S-17674,Midwest,Quarterly Bundle,86.3,False,False,578.52,,
S-14251,Midwest,Monthly Plus,52.7,False,False,192.92,,
S-12186,West,Monthly Essentials,79.0,True,False,74.46,10.3,
S-15874,West,Quarterly Bundle,70.3,False,True,3101.68,,Shipping issues
S-11862,Northeast,Monthly Essentials,73.7,True,True,146.84,7.4,Support experience
S-16232,West,Quarterly Bundle,55.2,False,False,156.8,,
S-12873,Northeast,Quarterly Bundle,99.9,True,False,1402.09,4.7,
S-15167,Northeast,Monthly Plus,69.5,False,False,758.43,,
S-16630,West,Monthly Essentials,65.2,False,False,687.88,,
S-15450,South,Monthly Plus,74.8,False,False,691.92,,
S-10461,Midwest,Monthly Essentials,37.7,True,False,455.41,8.7,
S-10558,Midwest,Quarterly Bundle,42.9,True,False,2615.31,11.1,
S-15904,West,Monthly Essentials,63.1,False,False,690.48,,
S-13985,South,Monthly Plus,54.0,False,False,1359.0,,
S-16441,Midwest,Quarterly Bundle,56.0,False,False,282.95,,
S-13922,West,Quarterly Bundle,44.6,False,False,2391.03,,
S-14847,South,Monthly Plus,47.7,False,False,1117.89,,
S-15339,Northeast,Monthly Plus,67.3,False,False,361.79,,
S-10639,Northeast,Monthly Plus,50.0,True,True,1277.99,1.9,Shipping issues
S-17920,South,Monthly Essentials,98.0,False,False,512.64,,
S-13611,South,Quarterly Bundle,46.0,False,True,603.82,,Product quality
S-10133,South,Quarterly Bundle,40.0,True,True,677.76,9.3,Support experience
S-12249,South,Monthly Plus,79.7,True,False,1122.21,13.2,
S-11039,South,Quarterly Bundle,53.5,True,True,828.7,8.4,Support experience
S-11783,Northeast,Quarterly Bundle,74.9,True,False,2343.14,8.3,
S-10290,West,Monthly Plus,36.0,True,False,1507.36,2.3,
S-16350,West,Quarterly Bundle,62.9,False,False,580.11,,
S-11989,Midwest,Monthly Essentials,64.7,True,True,511.29,9.9,Paused
S-14137,South,Monthly Plus,53.2,False,False,53.83,,
S-15728,Northeast,Monthly Essentials,63.6,False,True,428.13,,
S-10227,Midwest,Monthly Essentials,54.7,True,False,115.61,12.8,
S-10908,Midwest,Monthly Essentials,37.0,True,False,724.16,10.9,
S-17222,South,Quarterly Bundle,97.7,False,True,2354.74,,Switched provider
S-13675,Northeast,Monthly Essentials,40.5,False,True,153.32,,No longer needed
S-15613,Northeast,Monthly Plus,62.9,False,False,415.7,,
S-10120,Northeast,Monthly Plus,48.8,True,False,254.23,11.2,
S-16319,South,Quarterly Bundle,71.7,False,False,1507.76,,
S-18092,South,Monthly Plus,84.5,False,False,354.48,,
S-11566,South,Quarterly Bundle,56.8,True,False,1497.08,6.5,
S-12906,West,Monthly Plus,83.1,True,False,630.86,12.8,
S-11381,South,Monthly Plus,65.5,True,False,288.69,6.4,
S-12050,Midwest,Quarterly Bundle,55.5,True,True,3119.76,12.0,Price
S-11207,Northeast,Monthly Plus,63.8,True,False,437.19,4.8,
S-15353,Northeast,Monthly Essentials,61.3,False,False,35.32,,
S-10027,South,Monthly Essentials,41.1,True,False,640.82,6.2,
S-11275,South,Monthly Plus,69.6,True,False,726.14,1.7,
S-18282,Northeast,Monthly Plus,84.0,False,False,283.31,,
S-17829,South,Monthly Plus,98.8,False,False,1271.04,,
S-13326,West,Monthly Plus,38.8,False,False,338.75,,
S-17478,West,Monthly Essentials,88.5,False,False,264.14,,
S-14082,Midwest,Monthly Essentials,36.5,False,False,727.74,,
S-11128,Midwest,Monthly Essentials,63.6,True,False,691.11,11.6,
S-11145,Midwest,Monthly Plus,59.1,True,False,299.12,9.2,
S-18150,Northeast,Quarterly Bundle,79.6,False,True,1895.21,,Shipping issues
S-17137,Midwest,Monthly Plus,91.6,False,False,1391.02,,
S-12369,Midwest,Quarterly Bundle,84.7,True,False,1292.17,4.6,
S-15754,West,Quarterly Bundle,74.2,False,False,807.99,,
S-12728,Northeast,Monthly Plus,82.1,True,False,623.32,12.9,
S-14603,Midwest,Monthly Essentials,41.4,False,False,213.81,,
S-16680,Northeast,Quarterly Bundle,80.7,False,False,1501.11,,
S-13398,Midwest,Monthly Plus,37.0,False,False,286.31,,
S-17656,Midwest,Quarterly Bundle,76.8,False,False,2022.87,,
S-18193,South,Monthly Plus,77.1,False,False,451.72,,
S-10681,South,Monthly Plus,52.5,True,True,833.33,10.0,Shipping issues
S-18191,South,Monthly Essentials,86.5,False,False,648.78,,
S-16231,South,Quarterly Bundle,63.1,False,False,673.12,,
S-14824,Northeast,Quarterly Bundle,36.9,False,False,3405.61,,
S-11203,West,Monthly Plus,66.5,True,False,1119.63,12.3,
S-17597,Midwest,Monthly Essentials,79.4,False,False,77.76,,
S-18138,Midwest,Monthly Plus,83.4,False,False,1061.43,,
S-12504,South,Monthly Plus,77.9,True,False,254.59,5.5,
S-16079,South,Quarterly Bundle,71.3,False,False,757.89,,
S-12074,South,Quarterly Bundle,58.5,True,False,2709.9,13.4,
S-10284,West,Quarterly Bundle,36.0,True,True,569.05,4.3,
S-15405,Northeast,Monthly Plus,55.9,False,True,822.44,,Shipping issues
S-12841,Northeast,Monthly Essentials,84.7,True,False,493.38,2.0,
S-18108,Northeast,Quarterly Bundle,99.0,False,False,1561.75,,
S-13897,South,Monthly Plus,45.1,False,False,478.5,,
S-13849,West,Monthly Plus,41.5,False,False,462.41,,
S-12719,West,Monthly Essentials,93.8,True,False,917.1,7.4,
S-11116,West,Monthly Plus,56.7,True,True,857.09,10.7,Support experience
S-16594,Northeast,Monthly Essentials,68.8,False,False,38.86,,
S-12740,South,Quarterly Bundle,88.9,True,False,3868.38,8.9,
S-17323,West,Monthly Essentials,81.3,False,False,975.85,,
S-17617,Midwest,Monthly Essentials,87.3,False,False,860.79,,
S-18371,Midwest,Quarterly Bundle,96.1,False,True,812.59,,Shipping issues
S-16145,Northeast,Monthly Essentials,59.3,False,False,425.73,,
S-16446,Northeast,Monthly Plus,68.1,False,False,1093.9,,
S-16955,South,Quarterly Bundle,94.5,False,False,1070.92,,
S-15827,Northeast,Monthly Plus,71.6,False,False,1490.71,,
S-10347,West,Monthly Essentials,49.1,True,False,204.86,7.9,
S-15028,South,Monthly Plus,70.5,False,False,1014.31,,
S-14294,Northeast,Monthly Plus,48.7,False,False,1399.51,,
S-16134,South,Quarterly Bundle,56.2,False,False,2094.92,,
S-15236,South,Monthly Essentials,55.8,False,False,437.12,,
S-14228,South,Monthly Essentials,49.1,False,False,114.54,,
S-17011,West,Monthly Essentials,93.7,False,False,420.74,,
S-15940,Northeast,Quarterly Bundle,63.8,False,False,1510.08,,
S-11088,South,Monthly Essentials,59.8,True,False,634.22,11.5,
S-14705,Midwest,Monthly Plus,45.8,False,False,1055.91,,
S-15829,Northeast,Monthly Plus,60.8,False,False,1370.28,,
S-12569,South,Quarterly Bundle,85.9,True,False,436.13,13.3,
S-10212,Midwest,Monthly Plus,52.7,True,False,1189.28,13.3,
S-15547,West,Monthly Essentials,58.5,False,False,228.39,,
S-13820,Midwest,Monthly Essentials,53.1,False,False,162.09,,
S-13844,West,Quarterly Bundle,39.1,False,True,163.5,,
S-17691,Northeast,Monthly Plus,84.2,False,False,931.49,,
S-11699,Northeast,Quarterly Bundle,73.7,True,True,1193.5,2.3,Paused
