subscriber_id,region,plan,onboarding_score,negative_ticket_pre_renewal,cancelled,total_spent,days_before_renewal_negative_ticket,cancellation_reason
S-12245,South,Monthly Plus,87.2,Yes,1,"$1,018.55",6.3,found alternative
S-12786,Midwest,Quarterly Bundle,87.9,Yes,True,USD 944.71,0.8,too expensive
S-13581,Midwest,Monthly Essentials,44.3,False,No,USD 303.47,,
S-14914,Northeast,Monthly Essentials,43.7,No,No,996.52,,
S-12553,West,Monthly Plus,79.1,True,0,741.30,7.3,
S-14288,South,Quarterly Bundle,46.8,No,False,1634.71,,
S-12720,South,Monthly Plus,75.6,True,0,USD 1179.27,2.3,
S-17117,South,Monthly Plus,79.2,No,No,623.23,,
S-18352,South,Monthly Essentials,86.1,False,0,42.10,,
S-12726,South,Monthly Plus,81.2,True,False,1101.70,6.3,
S-12834,Northeast,Quarterly Bundle,98.2,True,0,"$3,023.96",5.4,
S-15957,Northeast,Monthly Plus,58.0,No,False,358.40,,
S-14524,South,Monthly Essentials,51.3,False,1,35.38,,too expensive
S-16916,Midwest,Monthly Essentials,84.5,No,No,758.01,,
S-14190,Midwest,Monthly Essentials,51.4,No,No,209.03,,
S-18140,South,Quarterly Bundle,79.7,False,0,153.26,,
S-10646,West,Quarterly Bundle,40.8,True,True,2130.72,8.9,no longer needed
S-18391,West,Monthly Essentials,86.8,False,No,36.24,,
S-14018,West,Monthly Essentials,46.4,False,False,$669.33,,
S-12113,Northeast,Monthly Plus,60.8,1,Yes,USD 159.82,1.3,bad support experience
S-17062,West,Monthly Plus,79.2,0,False,642.74,,
S-11543,Northeast,Monthly Essentials,72.3,1,False,$540.37,7.7,
S-13137,Northeast,Monthly Essentials,96.9,Yes,False,$181.58,2.9,
S-17023,South,Monthly Plus,87.5,False,0,675.56,,
S-14818,Northeast,Quarterly Bundle,41.9,No,No,811.51,,
S-11359,Midwest,Monthly Essentials,59.3,True,True,934.45,8.9,
S-11658,South,Quarterly Bundle,70.8,Yes,No,USD 465.59,7.7,
S-14138,South,Monthly Plus,41.7,False,True,428.89,,poor quality
S-16504,Northeast,Quarterly Bundle,69.3,False,0,USD 3708.65,,
S-14072,South,Monthly Essentials,52.3,No,0,762.14,,
S-15789,West,Monthly Plus,61.2,No,False,312.35,,
S-17444,Northeast,Monthly Plus,77.0,False,False,$438.85,,
S-17976,Northeast,Quarterly Bundle,96.2,0,False,2037.53,,
S-16301,South,Quarterly Bundle,57.2,False,No,2420.41,,
S-15698,Midwest,Monthly Essentials,74.5,No,No,296.71,,
S-11750,West,Monthly Plus,64.9,Yes,False,USD 162.61,3.6,
S-15010,Northeast,Monthly Plus,69.8,False,No,USD 562.18,,
S-15457,Midwest,Quarterly Bundle,62.2,No,0,3196.86,,
S-10611,South,Monthly Essentials,38.2,1,No,529.63,3.2,
S-10122,South,Quarterly Bundle,51.5,Yes,1,USD 1451.12,2.2,too expensive
S-11691,Midwest,Quarterly Bundle,63.9,True,No,1697.01,3.9,
S-15288,Midwest,Quarterly Bundle,63.2,False,No,152.11,,
S-14073,Midwest,Monthly Essentials,38.9,False,0,USD 392.56,,
S-13078,South,Monthly Essentials,90.6,Yes,0,889.76,12.0,
S-16730,West,Monthly Plus,84.7,No,No,561.70,,
S-14749,Midwest,Monthly Essentials,43.5,False,No,$818.50,,
S-14814,Northeast,Monthly Essentials,35.6,False,1,224.38,,too expensive
S-11733,Northeast,Monthly Essentials,67.8,1,False,833.10,12.9,
S-10953,West,Monthly Essentials,35.4,True,0,473.27,11.0,
S-17393,Midwest,Monthly Plus,83.0,No,1,600.62,,found alternative
S-16334,West,Monthly Plus,71.9,No,No,274.12,,
S-12913,Northeast,Monthly Essentials,82.7,Yes,False,$446.32,13.7,
S-15557,West,Quarterly Bundle,58.7,0,No,727.70,,
S-14017,Northeast,Monthly Plus,41.9,False,False,USD 862.04,,
S-17907,Midwest,Monthly Plus,83.0,False,False,326.97,,
S-12151,West,Monthly Essentials,71.0,True,0,113.74,9.5,
S-11147,Northeast,Monthly Essentials,69.3,True,No,37.44,11.0,
S-13319,Northeast,Quarterly Bundle,49.1,False,No,3613.91,,
S-13488,Midwest,Quarterly Bundle,35.8,False,No,"$2,869.22",,
S-15301,Midwest,Monthly Essentials,67.5,0,True,USD 518.54,,moving/relocating
S-12676,South,Monthly Plus,92.5,Yes,No,1106.59,10.7,
S-13047,West,Quarterly Bundle,89.3,Yes,No,"$2,656.56",12.2,
S-17267,Midwest,Monthly Essentials,84.8,No,No,727.24,,
S-18007,Northeast,Monthly Essentials,84.2,No,False,867.87,,
S-17264,Midwest,Monthly Essentials,75.2,False,False,218.03,,
S-12331,Northeast,Monthly Plus,78.7,1,False,USD 296.38,7.7,
S-11581,West,Quarterly Bundle,61.7,True,True,3076.77,12.9,no longer needed
S-17594,West,Monthly Essentials,90.3,False,False,$78.62,,
S-13627,West,Quarterly Bundle,42.7,0,False,$815.80,,
S-14339,Midwest,Quarterly Bundle,48.7,False,1,"$3,112.88",,moving/relocating
S-17169,South,Monthly Essentials,82.5,False,No,$929.22,,
S-12550,Midwest,Monthly Essentials,99.8,Yes,No,205.26,9.5,
S-13057,Northeast,Quarterly Bundle,91.2,True,No,"$2,276.26",6.4,
S-12934,West,Monthly Plus,89.2,Yes,True,1180.63,10.6,paused indefinitely
S-10993,West,Monthly Essentials,35.3,Yes,No,USD 585.95,4.5,
S-18091,West,Monthly Essentials,76.6,False,False,928.68,,
S-13309,South,Monthly Plus,54.4,False,0,$331.94,,
S-17504,Midwest,Quarterly Bundle,81.0,False,No,2323.00,,
S-14187,South,Monthly Essentials,48.1,False,False,628.10,,
S-11716,Midwest,Monthly Essentials,57.8,True,No,$899.49,12.1,
S-10214,Northeast,Monthly Plus,42.7,1,False,USD 214.74,9.1,
S-14159,Northeast,Monthly Essentials,53.9,False,False,$213.22,,
S-11075,South,Monthly Plus,48.2,Yes,False,1025.14,4.3,
S-11700,Midwest,Quarterly Bundle,55.7,True,No,USD 2752.91,7.6,
S-13434,South,Monthly Essentials,53.0,No,No,USD 407.74,,
S-11900,West,Monthly Essentials,57.8,True,Yes,$179.30,1.8,poor quality
S-14130,Midwest,Monthly Plus,51.6,No,No,USD 110.83,,
S-14128,South,Monthly Essentials,48.9,No,False,253.41,,
S-11102,South,Monthly Plus,73.0,Yes,No,USD 1168.06,9.9,
S-17522,West,Monthly Plus,90.8,False,False,991.74,,
S-13686,West,Quarterly Bundle,46.6,No,0,277.90,,
S-14950,West,Quarterly Bundle,42.6,No,No,USD 2574.54,,
S-16612,South,Monthly Plus,67.5,No,Yes,$954.33,,too expensive
S-13682,West,Monthly Essentials,42.6,No,No,230.29,,
S-12549,South,Quarterly Bundle,84.1,True,No,"$2,096.17",2.2,
S-16727,Midwest,Monthly Essentials,80.2,0,False,739.16,,
S-12441,Northeast,Monthly Plus,78.0,Yes,False,560.98,12.8,
S-18079,Midwest,Monthly Plus,76.8,False,1,"$1,346.76",,too expensive
S-18109,Midwest,Monthly Essentials,89.0,No,False,789.11,,
S-15823,Northeast,Monthly Essentials,73.0,No,Yes,578.47,,shipping issues
S-15026,Northeast,Monthly Essentials,58.1,No,False,$718.54,,
S-10982,Midwest,Monthly Plus,44.5,Yes,1,USD 1187.06,9.7,bad support experience
S-10517,South,Quarterly Bundle,49.6,True,1,"$1,077.44",6.8,bad support experience
S-10162,South,Quarterly Bundle,38.0,True,True,USD 280.85,8.9,no longer needed
S-14092,Northeast,Monthly Essentials,40.9,False,0,190.17,,
S-10825,Midwest,Monthly Essentials,45.2,1,1,$540.63,0.2,
S-11625,Northeast,Monthly Essentials,57.5,1,No,USD 889.76,7.9,
S-10370,West,Monthly Essentials,43.3,Yes,True,$250.19,2.4,paused indefinitely
S-13101,South,Monthly Plus,81.3,True,Yes,893.11,8.7,bad support experience
S-12978,Northeast,Quarterly Bundle,78.4,Yes,No,"$3,157.81",4.7,
S-12548,Northeast,Monthly Plus,95.6,Yes,No,USD 415.24,0.8,
S-18263,West,Monthly Plus,77.5,No,No,1238.05,,
S-15306,Midwest,Monthly Plus,57.6,No,0,$258.61,,
S-14270,Northeast,Quarterly Bundle,42.2,No,No,$295.66,,
S-14147,West,Monthly Essentials,45.0,False,False,947.65,,
S-14536,Midwest,Quarterly Bundle,42.2,False,No,426.48,,
S-18316,Midwest,Quarterly Bundle,97.0,False,False,1525.76,,
S-17156,Midwest,Quarterly Bundle,82.6,False,False,USD 2514.83,,
S-15002,South,Quarterly Bundle,71.3,No,No,1398.65,,
S-13152,West,Monthly Essentials,89.2,Yes,False,$354.88,11.7,
S-10448,South,Monthly Plus,36.9,Yes,No,1235.49,2.4,
S-10592,Midwest,Quarterly Bundle,46.1,True,True,2151.06,3.3,bad support experience
S-14666,West,Monthly Plus,51.2,False,0,USD 634.55,,
S-11965,South,Monthly Essentials,66.3,Yes,True,168.36,5.9,no longer needed
S-10916,Midwest,Monthly Plus,47.9,True,True,"$1,011.02",5.0,
S-15260,South,Quarterly Bundle,68.0,No,False,USD 3205.25,,
S-17070,West,Quarterly Bundle,95.5,No,0,2111.19,,
S-13474,South,Quarterly Bundle,53.0,No,False,2985.28,,
S-15622,West,Monthly Essentials,65.1,False,False,617.04,,
S-11167,Midwest,Quarterly Bundle,57.1,True,1,3292.37,7.2,moving/relocating
S-13090,Midwest,Monthly Plus,84.3,True,No,417.58,8.2,
S-13893,Northeast,Monthly Plus,44.0,False,True,"$1,232.91",,found alternative
S-11065,Northeast,Monthly Essentials,44.0,Yes,True,USD 449.67,7.3,paused indefinitely
S-13902,West,Monthly Plus,51.7,False,0,1056.56,,
S-13845,Midwest,Monthly Essentials,43.5,0,0,392.05,,
S-15135,West,Monthly Plus,60.7,0,False,595.31,,
S-17485,Northeast,Monthly Essentials,91.9,False,0,$384.52,,
S-17745,Northeast,Monthly Essentials,75.0,False,False,$380.36,,
S-17732,Northeast,Quarterly Bundle,75.2,No,No,"$2,065.34",,
S-18014,South,Quarterly Bundle,84.8,No,True,3056.34,,poor quality
S-17082,Northeast,Quarterly Bundle,75.8,False,False,1452.09,,
S-18311,West,Quarterly Bundle,88.0,No,No,1931.22,,
S-17229,Midwest,Quarterly Bundle,80.6,False,No,"$1,155.04",,
S-13525,West,Monthly Essentials,43.2,No,True,776.12,,paused indefinitely
S-12494,Midwest,Monthly Plus,84.1,True,0,$669.45,4.4,
S-16403,Midwest,Monthly Plus,66.9,0,0,127.91,,
S-12877,South,Monthly Plus,88.8,True,Yes,"$1,225.01",0.8,too expensive
S-18067,West,Monthly Essentials,79.3,No,0,$313.67,,
S-14959,Northeast,Quarterly Bundle,57.3,0,False,USD 1492.39,,
S-10127,South,Monthly Plus,45.1,True,True,1393.58,11.2,no longer needed
S-15826,South,Monthly Plus,64.5,No,False,589.18,,
S-15204,Midwest,Quarterly Bundle,60.2,False,No,"$2,808.70",,
S-14502,Northeast,Monthly Plus,36.6,False,No,$377.40,,
S-17313,South,Monthly Plus,96.3,False,False,$237.30,,
S-17764,Midwest,Monthly Plus,88.5,False,No,$545.41,,
S-16430,Northeast,Monthly Plus,67.6,False,No,537.06,,
S-11123,Midwest,Quarterly Bundle,58.6,Yes,False,841.18,10.3,
S-13393,Midwest,Monthly Essentials,41.7,False,0,555.53,,
S-17800,Northeast,Monthly Plus,91.7,False,No,489.22,,
S-13702,South,Quarterly Bundle,36.0,False,No,"$3,264.48",,
S-16609,South,Monthly Essentials,69.5,False,False,USD 79.45,,
S-13146,Midwest,Monthly Plus,87.1,True,False,$350.07,3.2,
S-17385,Midwest,Quarterly Bundle,75.6,No,No,2214.89,,
S-12201,West,Monthly Essentials,96.4,True,0,USD 962.89,6.3,
S-10261,Northeast,Monthly Plus,53.0,True,Yes,USD 612.58,1.2,paused indefinitely
S-11521,West,Monthly Essentials,61.2,True,False,USD 644.46,9.2,
S-15165,West,Monthly Essentials,71.8,False,No,425.50,,
S-16844,Midwest,Quarterly Bundle,87.8,0,0,$678.92,,
S-10905,Midwest,Monthly Essentials,48.3,Yes,1,176.24,2.6,bad support experience
S-16484,West,Monthly Essentials,72.4,No,No,USD 325.46,,
S-15741,Northeast,Monthly Plus,68.3,No,0,1374.66,,
S-12933,West,Monthly Essentials,94.4,1,No,$230.50,6.1,
S-10529,Midwest,Quarterly Bundle,40.5,Yes,No,"$1,562.78",9.7,
S-17607,Northeast,Quarterly Bundle,95.5,False,0,1130.30,,
S-16036,South,Monthly Plus,72.0,No,False,961.14,,
S-16657,Midwest,Quarterly Bundle,63.7,0,False,USD 2671.83,,
S-13730,Northeast,Monthly Essentials,40.4,No,No,$182.37,,
S-13396,West,Quarterly Bundle,53.5,No,Yes,"$2,755.62",,shipping issues
S-12497,South,Monthly Essentials,98.1,Yes,False,545.82,10.1,
S-10661,Northeast,Monthly Essentials,46.0,1,0,USD 152.54,5.9,
S-13580,South,Monthly Essentials,47.6,No,No,395.89,,
S-15506,South,Quarterly Bundle,60.6,0,False,2475.53,,
S-18084,South,Monthly Essentials,83.2,No,No,882.23,,
S-10427,Northeast,Monthly Essentials,37.6,1,0,484.03,8.4,
S-12459,Northeast,Monthly Plus,76.5,True,No,"$1,450.26",8.5,
S-15039,South,Quarterly Bundle,59.5,No,No,3120.50,,
S-13273,South,Quarterly Bundle,51.8,False,False,USD 317.91,,
S-11451,West,Monthly Essentials,73.9,True,Yes,$502.43,11.9,found alternative
S-15409,Northeast,Monthly Essentials,67.3,False,False,USD 854.04,,
S-11930,West,Monthly Essentials,56.1,True,Yes,218.26,12.6,found alternative
S-11508,West,Monthly Plus,70.2,Yes,No,189.16,12.7,
S-15558,Midwest,Quarterly Bundle,71.0,No,False,USD 298.25,,
S-17524,South,Monthly Plus,83.1,No,No,$694.78,,
S-11216,West,Monthly Plus,57.7,1,1,$982.31,2.3,bad support experience
S-10815,Northeast,Quarterly Bundle,50.4,True,1,1776.12,8.3,
S-16827,Midwest,Monthly Essentials,79.8,0,False,84.64,,
S-11520,Northeast,Monthly Essentials,63.0,1,False,819.63,4.9,
S-16462,West,Monthly Essentials,69.7,0,No,799.95,,
S-15878,Northeast,Quarterly Bundle,74.1,No,False,958.31,,
S-15851,South,Monthly Plus,60.8,0,True,$932.28,,found alternative
S-15802,South,Monthly Essentials,57.5,False,False,$785.60,,
S-11213,South,Quarterly Bundle,67.6,Yes,Yes,289.72,9.0,
S-12930,Northeast,Quarterly Bundle,75.9,True,False,977.53,8.1,
S-13109,West,Quarterly Bundle,98.7,Yes,No,$406.32,11.5,
S-17131,Midwest,Monthly Essentials,82.6,0,False,$693.02,,
S-16422,Midwest,Monthly Essentials,74.5,False,0,543.58,,
S-11396,South,Monthly Plus,70.3,Yes,No,1193.91,4.0,
S-14279,West,Monthly Essentials,53.0,False,False,USD 737.40,,
S-14654,Midwest,Monthly Essentials,40.3,False,No,870.92,,
S-13408,Northeast,Monthly Essentials,44.3,No,No,$71.42,,
S-11463,Midwest,Quarterly Bundle,72.8,Yes,True,2027.52,3.3,shipping issues
S-15631,South,Monthly Essentials,71.3,False,False,855.81,,
S-16261,Northeast,Monthly Plus,70.7,False,False,1162.15,,
S-12087,Northeast,Monthly Essentials,66.0,Yes,False,$753.32,3.7,
S-15627,Midwest,Monthly Plus,55.2,No,0,"$1,415.95",,
S-10238,West,Quarterly Bundle,41.6,True,Yes,1301.01,9.8,moving/relocating
S-10175,Northeast,Monthly Essentials,36.3,Yes,False,150.81,13.2,
S-11406,Northeast,Monthly Plus,58.6,Yes,0,$573.16,0.8,
S-10289,Midwest,Monthly Plus,53.9,True,No,1098.70,13.7,
S-15190,West,Quarterly Bundle,64.2,No,No,3045.53,,
S-16387,Northeast,Monthly Plus,72.8,False,No,"$1,066.45",,
S-15263,Midwest,Monthly Plus,73.5,No,0,$637.30,,
S-13692,Northeast,Monthly Plus,53.5,0,No,1114.87,,
S-14680,West,Monthly Essentials,48.3,False,False,USD 682.98,,
S-16388,South,Monthly Plus,74.2,False,No,1195.35,,
S-18066,South,Monthly Plus,94.9,0,No,USD 907.25,,
S-15524,South,Monthly Essentials,69.3,No,False,$380.63,,
S-14061,South,Monthly Plus,37.2,False,0,"$1,146.78",,
S-13915,South,Monthly Plus,44.3,False,No,1548.73,,
S-11757,Northeast,Monthly Plus,66.3,True,0,242.23,13.5,
S-11418,Northeast,Monthly Plus,56.0,Yes,0,$59.88,3.0,
S-16044,South,Quarterly Bundle,66.2,0,True,1358.05,,too expensive
S-11666,Midwest,Monthly Essentials,59.3,Yes,1,514.17,1.4,found alternative
S-10971,Northeast,Quarterly Bundle,42.6,Yes,No,"$1,123.17",1.8,
S-12651,Northeast,Monthly Plus,94.7,True,1,$378.17,1.1,poor quality
S-11846,South,Monthly Plus,59.8,Yes,0,"$1,207.77",11.9,
S-15590,West,Quarterly Bundle,55.3,No,No,"$3,360.70",,
S-14477,West,Monthly Plus,47.4,No,No,1068.01,,
S-10582,Northeast,Monthly Plus,49.9,1,0,USD 393.02,3.9,
S-14241,West,Monthly Essentials,41.9,0,Yes,$887.82,,poor quality
S-16220,Northeast,Quarterly Bundle,58.5,0,0,"$2,104.87",,
S-13429,Midwest,Monthly Plus,35.4,False,0,USD 1073.47,,
S-11336,South,Monthly Essentials,59.2,Yes,True,938.97,2.6,too expensive
S-16981,Northeast,Monthly Plus,90.5,No,False,USD 643.26,,
S-12121,South,Monthly Essentials,60.3,1,Yes,$728.23,6.4,paused indefinitely
S-10389,West,Monthly Plus,51.5,1,No,$973.25,3.5,
S-11770,Northeast,Monthly Essentials,69.0,Yes,0,$289.36,13.0,
S-14682,Northeast,Monthly Essentials,35.7,No,False,70.78,,
S-10436,South,Quarterly Bundle,47.0,Yes,True,"$1,433.62",10.7,moving/relocating
S-12899,West,Monthly Plus,87.3,Yes,False,$59.97,8.1,
S-16584,South,Monthly Essentials,66.1,0,0,$42.86,,
S-17699,West,Quarterly Bundle,90.6,No,False,3183.58,,
S-11270,Northeast,Monthly Essentials,60.0,True,No,$510.91,10.4,
S-11573,Northeast,Quarterly Bundle,59.7,1,True,2045.03,10.1,too expensive
S-14079,South,Quarterly Bundle,46.6,No,No,2124.66,,
S-17840,Midwest,Monthly Essentials,87.8,No,False,USD 949.03,,
S-13266,West,Monthly Plus,41.8,False,0,$892.15,,
S-15302,Northeast,Quarterly Bundle,74.7,False,No,USD 2017.95,,
S-13307,West,Monthly Plus,50.5,False,No,$772.53,,
S-10622,South,Monthly Plus,39.0,Yes,0,$480.27,6.9,
S-16814,West,Quarterly Bundle,81.9,No,No,$302.69,,
S-11966,West,Monthly Plus,71.4,True,Yes,$269.92,4.5,no longer needed
S-13642,South,Monthly Plus,47.3,False,1,901.05,,paused indefinitely
S-13949,West,Monthly Essentials,40.7,No,False,USD 112.58,,
S-10901,Midwest,Monthly Plus,36.2,Yes,Yes,1270.42,5.2,moving/relocating
S-16924,West,Quarterly Bundle,88.7,False,False,USD 2280.72,,
S-14319,South,Quarterly Bundle,45.3,False,0,2639.93,,
S-13994,Midwest,Monthly Plus,37.0,No,False,"$1,185.00",,
S-10383,West,Quarterly Bundle,35.2,True,False,424.00,10.1,
S-15657,Northeast,Monthly Plus,58.6,No,False,267.01,,
S-16183,West,Quarterly Bundle,70.2,No,No,2316.02,,
S-17753,South,Monthly Plus,99.9,No,No,$532.33,,
S-11388,Midwest,Monthly Plus,71.1,Yes,1,USD 909.85,2.3,poor quality
S-14570,West,Quarterly Bundle,49.8,0,No,942.22,,
S-13318,South,Monthly Plus,37.1,No,No,"$1,305.14",,
S-12278,Northeast,Monthly Essentials,87.4,True,No,820.61,8.5,
S-12935,Northeast,Monthly Essentials,78.8,True,False,USD 192.70,9.0,
S-11569,South,Monthly Plus,58.5,True,Yes,$554.14,11.8,
S-10956,Northeast,Monthly Essentials,49.8,Yes,True,USD 221.94,0.3,bad support experience
S-12244,Midwest,Quarterly Bundle,77.3,True,False,USD 1234.70,8.1,
S-14168,Northeast,Monthly Plus,45.4,No,False,1275.43,,
S-16290,Midwest,Monthly Essentials,69.9,False,0,212.03,,
S-10009,West,Monthly Essentials,51.4,True,Yes,446.46,11.8,no longer needed
S-17466,Midwest,Monthly Essentials,88.6,False,No,$853.00,,
S-17418,West,Monthly Essentials,79.8,False,False,708.99,,
S-11766,West,Quarterly Bundle,62.8,True,0,"$2,841.05",3.8,
S-10215,South,Quarterly Bundle,51.7,True,True,"$1,606.13",0.9,found alternative
S-16898,West,Monthly Essentials,96.5,False,False,USD 847.56,,
S-16931,West,Monthly Essentials,79.0,No,False,$35.44,,
S-12938,Northeast,Monthly Essentials,84.2,True,False,USD 567.73,4.1,
S-11785,Midwest,Monthly Plus,61.6,1,Yes,368.91,5.6,no longer needed
S-16380,West,Quarterly Bundle,65.8,False,False,"$1,496.69",,
S-14280,West,Monthly Plus,44.0,False,False,USD 1098.21,,
S-12839,South,Monthly Plus,81.5,True,No,182.00,8.1,
S-14546,West,Monthly Plus,50.7,No,No,917.94,,
S-12041,South,Monthly Essentials,71.3,Yes,Yes,USD 835.73,8.4,
S-10061,West,Monthly Plus,41.1,1,False,369.59,9.9,
S-13489,South,Quarterly Bundle,44.0,False,False,"$2,822.07",,
S-11996,South,Monthly Essentials,60.9,True,False,USD 878.59,6.3,
S-16693,West,Monthly Plus,84.6,0,No,$793.51,,
S-14650,Midwest,Monthly Plus,39.8,No,No,866.36,,
S-10521,West,Quarterly Bundle,37.7,Yes,No,154.07,13.6,
S-16640,Northeast,Monthly Plus,69.6,0,No,678.14,,
S-10629,West,Monthly Essentials,49.1,1,1,167.19,11.7,shipping issues
S-12547,Northeast,Monthly Plus,85.5,Yes,False,534.41,12.2,
S-10544,South,Monthly Plus,41.6,1,True,1492.91,2.5,shipping issues
S-18192,Northeast,Quarterly Bundle,96.6,No,False,"$2,250.06",,
S-13773,Midwest,Monthly Plus,43.8,False,No,708.27,,
S-16670,Midwest,Quarterly Bundle,66.9,False,False,$482.77,,
S-16067,West,Quarterly Bundle,66.4,No,0,2999.58,,
S-16227,West,Monthly Essentials,55.9,0,1,$772.36,,paused indefinitely
S-14326,Midwest,Monthly Essentials,46.2,No,False,595.15,,
S-16922,Northeast,Monthly Plus,94.1,False,False,USD 60.20,,
S-16596,Midwest,Monthly Plus,63.4,False,No,303.55,,
S-11415,Northeast,Monthly Essentials,72.9,Yes,True,USD 592.87,9.4,too expensive
S-10541,Midwest,Monthly Essentials,48.8,1,Yes,83.38,3.1,
S-12281,South,Quarterly Bundle,88.6,Yes,False,790.55,9.0,
S-18269,West,Monthly Plus,81.4,No,False,"$1,421.15",,
S-11856,South,Quarterly Bundle,63.1,Yes,No,USD 1890.73,12.2,
S-14653,South,Quarterly Bundle,48.4,0,No,1727.91,,
S-17587,South,Monthly Essentials,86.7,No,False,609.14,,
S-13247,Northeast,Monthly Plus,38.7,No,No,438.44,,
S-15892,Northeast,Monthly Plus,72.5,No,No,USD 682.85,,
S-11040,South,Monthly Essentials,54.4,Yes,True,USD 887.10,6.4,paused indefinitely
S-15222,Midwest,Monthly Essentials,71.3,No,False,$262.00,,
S-17729,Midwest,Monthly Plus,86.8,False,False,798.36,,
S-12043,South,Monthly Plus,57.9,True,No,771.08,12.7,
S-10400,South,Monthly Essentials,35.8,True,No,USD 121.99,0.4,
S-15141,Northeast,Quarterly Bundle,60.9,False,False,1624.19,,
S-10760,Northeast,Monthly Plus,54.1,1,Yes,257.38,10.2,paused indefinitely
S-11350,Northeast,Quarterly Bundle,55.7,True,0,2639.95,0.8,
S-13867,Northeast,Quarterly Bundle,53.0,False,True,1706.41,,too expensive
S-16820,Northeast,Monthly Plus,80.0,False,No,USD 367.61,,
S-16779,South,Monthly Essentials,81.4,0,0,$421.29,,
S-14291,West,Monthly Essentials,39.2,No,False,$296.82,,
S-14393,Midwest,Monthly Essentials,43.1,False,0,808.12,,
S-13977,West,Monthly Essentials,42.1,0,True,853.84,,paused indefinitely
S-12708,Midwest,Quarterly Bundle,94.7,Yes,No,2123.44,13.4,
S-14595,South,Quarterly Bundle,36.4,False,No,1732.77,,
S-12881,South,Monthly Plus,95.6,Yes,No,$388.96,13.3,
S-17669,Midwest,Quarterly Bundle,94.0,No,No,1812.38,,
S-17821,Midwest,Monthly Plus,88.7,No,False,USD 968.39,,
S-14979,Northeast,Monthly Essentials,61.3,No,False,203.56,,
S-13982,West,Monthly Essentials,50.5,No,No,284.66,,
S-17075,Northeast,Quarterly Bundle,85.9,No,0,"$1,949.81",,
S-15116,Midwest,Quarterly Bundle,57.8,False,False,"$1,525.36",,
S-14529,Northeast,Quarterly Bundle,46.4,False,0,"$1,253.04",,
S-12339,Northeast,Monthly Plus,92.6,Yes,No,USD 667.03,7.4,
S-14231,Midwest,Monthly Essentials,41.2,No,False,141.20,,
S-12664,Midwest,Monthly Essentials,76.4,True,Yes,$629.63,0.4,
S-17045,West,Quarterly Bundle,93.6,No,No,1134.74,,
S-11858,South,Quarterly Bundle,57.1,1,False,1626.70,6.8,
S-11322,Northeast,Monthly Essentials,72.0,True,No,897.29,10.0,
S-15169,West,Quarterly Bundle,74.8,False,No,628.16,,
S-17577,West,Monthly Plus,98.8,0,False,1017.36,,
S-11744,Midwest,Monthly Plus,70.2,1,False,1366.09,13.6,
S-16294,Northeast,Quarterly Bundle,61.4,No,1,3359.42,,moving/relocating
S-11329,Northeast,Monthly Plus,66.9,Yes,Yes,818.91,5.2,no longer needed
S-10858,South,Monthly Plus,41.8,Yes,Yes,826.68,10.0,
S-14615,West,Monthly Plus,36.9,False,No,685.86,,
S-15089,Northeast,Monthly Essentials,70.3,False,False,$509.53,,
S-14875,Midwest,Monthly Essentials,48.7,False,1,242.67,,bad support experience
S-11053,West,Monthly Essentials,45.2,Yes,No,USD 862.35,1.8,
S-15100,West,Monthly Plus,59.9,No,0,181.50,,
S-12330,Midwest,Monthly Plus,92.1,Yes,False,USD 655.34,13.7,
S-17866,Midwest,Quarterly Bundle,75.4,No,No,$600.67,,
S-12842,West,Monthly Plus,82.5,True,1,219.85,13.0,found alternative
S-12982,South,Monthly Essentials,94.5,Yes,No,334.60,14.0,
S-11077,West,Quarterly Bundle,35.5,True,No,USD 1727.03,6.7,
S-11142,Northeast,Quarterly Bundle,68.6,1,False,"$3,074.12",4.8,
S-15996,Northeast,Quarterly Bundle,63.3,False,No,USD 3152.59,,
S-10417,Midwest,Quarterly Bundle,49.7,1,No,1685.34,1.6,
S-18188,West,Monthly Plus,99.8,False,False,USD 238.86,,
S-17502,Northeast,Monthly Plus,99.8,False,False,57.85,,
S-11076,West,Quarterly Bundle,36.0,1,No,1861.56,12.5,
S-12386,Northeast,Monthly Essentials,95.8,Yes,No,USD 112.33,2.3,
S-11184,South,Monthly Plus,69.2,Yes,0,USD 918.23,9.3,
S-15965,West,Monthly Plus,66.3,False,False,USD 700.44,,
S-10662,South,Monthly Essentials,47.8,1,True,USD 760.48,6.4,
S-15475,South,Monthly Plus,67.6,False,0,55.08,,
S-14968,West,Monthly Essentials,65.8,False,False,852.30,,
S-17130,Northeast,Monthly Essentials,78.1,False,No,$72.56,,
S-17652,Northeast,Quarterly Bundle,83.7,No,False,USD 2607.81,,
S-12185,West,Quarterly Bundle,89.2,Yes,0,2567.65,7.1,
S-10686,Northeast,Quarterly Bundle,49.0,True,0,$300.35,5.4,
S-12400,Northeast,Monthly Plus,78.9,True,No,1078.20,9.9,
S-10393,South,Monthly Essentials,36.2,Yes,Yes,630.30,6.9,too expensive
S-12736,South,Monthly Essentials,79.0,1,No,141.41,1.8,
S-12725,West,Monthly Plus,89.4,1,False,USD 1042.90,3.4,
S-12095,West,Monthly Essentials,61.2,Yes,True,725.11,8.6,moving/relocating
S-11458,Northeast,Monthly Essentials,56.5,True,True,$78.03,5.0,found alternative
S-13613,South,Quarterly Bundle,51.2,False,False,3571.02,,
